131,0,0,0
132,20000,0,0
133,20000,0,2392
134,20000,5727,6052
135,20000,9986,9290
136,20000,13205,12483
137,20000,15820,14526
138,20000,17953,16473
139,20000,19022,17953
140,20000,18798,17754
141,20000,18798,17181
142,20000,18580,17754
143,20000,18580,17368
144,20000,18157,18157
145,20000,18157,18157
146,20000,18580,17953
147,20000,18798,18366
148,20000,19022,18580
149,20000,19022,19022
150,20000,19022,18798
151,20000,19022,18798
152,20000,19022,18798
153,20000,19251,19251
154,20000,19251,19486
155,20000,19251,19486
156,20000,19251,19727
157,20000,19251,19727
158,20000,19486,19973
159,20000,19486,19727
160,20000,19727,19486
161,20000,19486,19486
162,20000,19486,19727
163,20000,19727,19727
164,20000,19727,19727
165,20000,19727,19727
166,20000,19727,19973
167,20000,19727,19973
168,20000,19727,19973
169,20000,19727,19973
170,20000,19727,19973
171,20000,19727,19973
172,20000,19973,19973
173,20000,19973,19973
174,20000,19727,19973
175,20000,19727,19727
176,20000,19973,19727
177,20000,19973,19973
178,20000,19973,19973
179,20000,19727,19973
180,20000,19727,20226
181,20000,19727,19973
182,20000,19973,19973
183,20000,19973,19973
184,20000,19973,19973
185,20000,19973,19973
186,20000,20226,19973
187,20000,19973,19727
188,20000,19973,19727
189,20000,19973,19973
190,20000,19973,19973
191,20000,19727,20226
192,20000,19973,19973
193,20000,19973,20226
194,20000,19973,20226
195,20000,19973,20226
196,20000,20485,19973
197,20000,19973,19727
198,20000,19727,19727
199,20000,19973,19973
200,20000,19973,19973
201,20000,19973,19973
202,20000,19973,19727
203,20000,19973,20226
204,20000,19973,20226
205,20000,19973,20226
206,20000,19973,20226
207,20000,19973,19973
208,20000,19973,19973
209,20000,19973,19727
210,20000,20226,19727
211,20000,19973,19727
212,20000,19973,19973
213,20000,19973,19973
214,20000,19973,20226
215,20000,19973,20226
216,20000,22505,20226
217,20000,19727,20226
218,20000,19727,19973
219,20000,19973,19973
220,20000,19973,19973
221,20000,19727,19727
222,20000,19727,19727
223,20000,19727,19973
224,20000,19973,19727
225,20000,19973,19973
226,20000,19973,20226
227,20000,19727,20226
228,20000,19973,20485
229,20000,19973,19973
230,20000,19973,19973
231,20000,19973,19973
232,20000,19973,19973
233,20000,19973,19727
234,20000,19727,19973
235,20000,19727,19727
236,20000,19973,19973
237,20000,19973,19973
238,20000,19973,19973
239,20000,20226,20485
240,20000,19973,20226
241,20000,19973,19973
242,20000,19973,19973
243,20000,19973,19973
244,20000,19973,19727
245,20000,19727,19973
246,20000,19973,19973
247,20000,19973,19727
248,20000,20226,19973
249,20000,20226,19973
250,20000,19727,20226
251,20000,19727,20226
252,20000,19973,20226
253,20000,19973,19973
254,20000,19973,19973
255,20000,19973,19727
256,20000,19973,19973
257,20000,19973,19973
258,20000,20226,19727
259,20000,19973,19973
260,20000,19973,19973
261,20000,20226,20226
262,20000,19727,19973
263,20000,19973,20226
264,20000,19973,20226
265,20000,19973,19727
266,20000,19973,19973
267,20000,20226,19973
268,20000,19973,19973
269,20000,19973,19973
270,20000,19973,19973
271,20000,19973,19973
