430,20000,0,0
431,20000,2828,1855
432,20000,4741,3543
433,20000,6770,5056
434,20000,8731,6098
435,20000,10309,7296
436,20000,11663,7910
437,20000,12681,8684
438,20000,13894,9399
439,20000,14795,9803
440,20000,15820,10309
441,20000,16473,10870
442,20000,16998,11413
443,20000,17559,11663
444,20000,17953,12291
445,20000,18366,12483
446,20000,18798,13097
447,20000,19251,13315
448,20000,19486,13657
449,20000,19973,13894
450,20000,20226,14140
451,20000,20485,14526
452,20000,20485,14526
453,20000,20751,14659
454,20000,21024,14795
455,20000,21024,14795
456,20000,21024,14933
457,20000,21305,14933
458,20000,21305,14933
459,20000,21593,15074
460,20000,21593,15074
461,20000,21593,15218
462,20000,21888,15364
463,20000,21888,15513
464,20000,21888,15665
465,20000,22193,15665
466,20000,22193,15665
467,20000,21888,15820
468,20000,22193,15820
469,20000,21888,15820
470,20000,22193,15820
471,20000,21888,15820
472,20000,21888,15820
473,20000,21888,15665
474,20000,22193,15513
475,20000,22193,15665
476,20000,22193,15820
477,20000,21888,15820
478,20000,21888,15978
479,20000,21888,16140
480,20000,22193,16140
481,20000,21888,15978
482,20000,22193,16140
483,20000,21888,16305
484,20000,22193,16140
485,20000,22193,16140
486,20000,22193,16140
487,20000,22193,15978
488,20000,22193,15820
489,20000,22193,15978
490,20000,22505,15978
491,20000,22505,15978
492,20000,22505,16140
493,20000,22505,16305
494,20000,22505,16140
495,20000,22827,16305
496,20000,22827,16473
497,20000,22505,16305
498,20000,22827,16305
499,20000,22505,16140
500,20000,22505,16140
501,20000,22505,16140
502,20000,22827,16140
503,20000,22827,15978
504,20000,22827,15978
505,20000,22827,16140
506,20000,22827,15978
507,20000,22827,16140
508,20000,22827,16305
509,20000,22827,16140
510,20000,22505,16305
511,20000,22827,16473
512,20000,22827,16305
513,20000,22827,16473
514,20000,22827,16305
515,20000,22827,16140
516,20000,22827,16305
517,20000,22827,16140
518,20000,22827,15978
519,20000,22827,16140
520,20000,22827,16140
521,20000,22827,15978
