25015366,15.00,26.89,27.35,0.31
25042368,15.00,26.94,27.31,0.31
25069371,15.00,26.89,27.41,0.31
25096373,15.00,26.97,27.51,0.31
25123345,15.00,26.97,27.41,0.31
25150360,15.00,27.06,27.92,0.31
25177350,15.00,27.01,27.76,0.31
25204353,15.00,26.95,27.56,0.31
25231324,15.00,26.97,27.53,0.31
25258327,15.00,26.91,27.52,0.31
25285342,15.00,26.94,27.41,0.31
25312332,15.00,26.92,27.43,0.31
25339303,15.00,26.97,27.46,0.31
25366306,15.00,26.95,27.54,0.31
25393310,15.00,26.98,27.51,0.31
25420294,15.00,26.93,27.53,0.31
25447283,15.00,26.84,27.61,0.31
25474286,15.00,26.86,27.50,0.31
25501288,15.00,26.71,27.50,0.31
25528260,15.00,26.73,27.58,0.31
25555274,15.00,26.75,27.49,0.31
25582265,15.00,26.85,27.50,0.31
25609268,15.00,26.84,27.55,0.31
25636240,15.00,26.87,27.42,0.31
25663242,15.00,26.83,27.43,0.31
25690245,15.00,26.80,27.50,0.31
25717247,15.00,26.73,27.41,0.31
25744219,15.00,26.70,27.42,0.31
25771221,15.00,26.68,27.48,0.31
25798224,15.00,26.62,27.42,0.31
25825209,15.00,26.47,27.46,0.31
25852199,15.00,26.42,27.49,0.31
25879201,15.00,26.30,27.41,0.31
25906204,15.00,26.32,27.44,0.31
25933181,15.00,26.41,27.53,0.31
25960178,15.00,27.03,27.59,0.31
25987180,15.00,26.81,27.56,0.31
26014183,15.00,26.63,27.58,0.31
26041155,15.00,26.58,27.64,0.31
26068157,15.00,26.48,27.52,0.31
26095160,15.00,26.48,27.50,0.31
26122162,15.00,26.40,27.53,0.31
26149134,15.00,26.33,27.40,0.31
26176137,15.00,26.38,27.39,0.31
26203139,15.00,26.35,27.47,0.31
26230142,15.00,26.31,27.42,0.31
26257126,15.00,26.15,27.46,0.31
26284116,15.00,26.09,27.54,0.31
26311119,15.00,26.05,27.42,0.31
26338104,15.00,25.93,27.45,0.31
26365093,15.00,25.92,27.45,0.31
26392099,15.00,25.93,27.38,0.31
26419098,15.00,25.86,27.46,0.31
26446083,15.00,25.77,27.47,0.31
26473073,15.00,25.72,27.33,0.31
