398447151,-15.00,-15.08,-14.98,5.40,83,57
398475160,-15.00,-14.98,-15.00,5.39,87,57
398503139,-15.00,-14.96,-15.01,5.39,97,56
398531148,-15.00,-15.08,-15.02,5.41,93,56
398559127,-15.00,-15.10,-15.01,5.40,82,56
398587136,-15.00,-14.98,-15.00,5.40,87,57
398615115,-15.00,-14.96,-15.00,5.39,98,57
398643124,-15.00,-15.06,-15.02,5.39,92,56
398671103,-15.00,-15.08,-15.00,5.40,84,56
398699112,-15.00,-14.97,-14.99,5.39,88,57
398727091,-15.00,-14.97,-14.98,5.39,97,57
398755100,-15.00,-15.06,-15.00,5.39,92,57
398783079,-15.00,-15.07,-15.00,5.39,84,56
398811088,-15.00,-14.98,-14.98,5.40,89,57
398839067,-15.00,-14.98,-14.98,5.39,96,57
398867076,-15.00,-15.09,-15.00,5.39,91,57
398895055,-15.00,-15.09,-15.00,5.39,82,56
398923064,-15.00,-15.00,-15.00,5.39,89,56
398951043,-15.00,-14.99,-15.00,5.39,96,57
398979052,-15.00,-15.08,-15.01,5.40,91,57
399007031,-15.00,-15.10,-15.00,5.40,83,56
399035040,-15.00,-15.01,-15.01,5.39,87,57
399063032,-15.00,-14.97,-15.00,5.39,95,56
399091028,-15.00,-15.04,-15.00,5.39,92,57
399119007,-15.00,-15.08,-15.01,5.39,85,57
399147016,-15.00,-15.01,-15.02,5.39,86,56
399174995,-15.00,-14.94,-15.00,5.39,94,56
399203004,-15.00,-15.01,-14.98,5.39,95,57
399230983,-15.00,-15.05,-14.98,5.39,86,58
399258992,-15.00,-14.98,-15.02,5.39,86,57
399286971,-15.00,-14.95,-15.02,5.39,94,55
399314981,-15.00,-15.04,-15.01,5.39,93,56
399342959,-15.00,-15.12,-14.99,5.39,84,57
399370975,-15.00,-15.05,-15.01,5.39,83,58
399398947,-15.00,-14.98,-15.02,5.39,92,55
399426957,-15.00,-15.04,-15.00,5.39,94,56
399454935,-15.00,-15.13,-14.99,5.39,86,58
399482945,-15.00,-15.08,-15.02,5.39,82,57
399510923,-15.00,-14.98,-15.02,5.39,91,55
399538943,-15.00,-15.03,-14.99,5.39,95,56
399566911,-15.00,-15.13,-14.97,5.39,86,58
399594921,-15.00,-15.09,-14.98,5.40,81,58
399622899,-15.00,-14.96,-15.00,5.40,89,57
399650909,-15.00,-14.99,-15.01,5.39,97,55
399678889,-15.00,-15.10,-14.99,5.39,87,56
399706897,-15.00,-15.06,-14.97,5.40,80,58
399734876,-15.00,-14.95,-15.00,5.39,90,58
399762885,-15.00,-15.00,-15.02,5.39,96,55
399790864,-15.00,-15.13,-15.00,5.39,86,55
399818873,-15.00,-15.09,-14.99,5.40,79,58
399846852,-15.00,-14.97,-15.00,5.40,89,57
399874861,-15.00,-14.98,-15.01,5.39,96,56
399902840,-15.00,-15.12,-14.99,5.40,88,56
399930849,-15.00,-15.06,-14.99,5.40,78,57
399958828,-15.00,-14.96,-15.00,5.39,90,57
399986840,-15.00,-15.02,-15.00,5.40,95,56
400014817,-15.00,-15.98,-14.99,5.40,85,57
400042825,-15.00,-15.40,-14.98,5.40,55,57
400070804,-15.00,-14.69,-14.99,5.39,98,58
400098813,-15.00,-14.61,-14.99,5.39,98,56
400126792,-15.00,-14.83,-15.01,5.38,98,57
400154801,-15.00,-15.01,-15.00,5.39,79,56
400182780,-15.00,-14.89,-15.00,5.39,77,57
400210789,-15.00,-14.72,-15.01,5.39,97,57
400238768,-15.00,-14.79,-15.01,5.39,98,56
400266789,-15.00,-14.92,-15.01,5.39,89,57
400294756,-15.00,-14.89,-15.00,5.39,83,57
400322765,-15.00,-14.76,-15.01,5.39,93,57
400350744,-15.00,-14.79,-15.03,5.39,98,56
400378753,-15.00,-14.89,-15.00,5.39,91,55
400406732,-15.00,-14.95,-14.98,5.39,86,58
400434754,-15.00,-14.93,-14.98,5.39,87,58
400462720,-15.00,-14.92,-15.00,5.39,92,57
400490729,-15.00,-14.95,-15.01,5.39,92,56
400518708,-15.00,-15.00,-15.00,5.39,89,56
400546717,-15.00,-15.01,-14.99,5.39,87,57
400574696,-15.00,-14.98,-14.99,5.39,89,57
400602705,-15.00,-15.03,-15.00,5.39,92,57
400630684,-15.00,-15.08,-15.01,5.39,87,56
400658693,-15.00,-15.07,-15.01,5.39,86,56
400686672,-15.00,-15.04,-15.01,5.39,89,56
400714696,-15.00,-15.06,-14.98,5.39,90,57
400742660,-15.00,-15.04,-14.99,5.39,87,58
400770670,-15.00,-15.03,-15.02,5.39,90,56
400798648,-15.00,-15.05,-15.00,5.39,90,55
400826658,-15.00,-15.05,-15.00,5.39,87,58
400854636,-15.00,-15.01,-15.01,5.39,88,57
400882646,-15.00,-14.99,-15.01,5.39,91,56
400910624,-15.00,-14.97,-14.99,5.39,91,57
400938634,-15.00,-14.94,-14.99,5.39,91,58
400966612,-15.00,-14.89,-15.01,5.38,92,57
400994622,-15.00,-14.92,-15.01,5.38,95,56
401022600,-15.00,-14.95,-15.00,5.39,90,56
401050610,-15.00,-14.96,-15.00,5.39,89,57
401078588,-15.00,-14.96,-15.01,5.40,90,57
401106598,-15.00,-14.94,-15.02,5.41,90,56
401134590,-15.00,-14.91,-15.00,5.40,92,56
401162586,-15.00,-14.91,-14.98,5.40,93,57
401190565,-15.00,-14.92,-15.01,5.39,92,58
401218587,-15.00,-14.93,-15.01,5.39,91,55
